year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,price
2020.0,lexus,rx 350,like new,6 cylinders,gas,1148.0,clean,automatic,4wd,sedan,red,fl,41995
2016.0,ford,focus,good,4 cylinders,gas,47514.0,clean,manual,fwd,hatchback,red,fl,18991
1993.0,buick,riviera,excellent,6 cylinders,gas,140400.0,clean,automatic,fwd,coupe,white,wi,3400
2010.0,dodge,avenger sxt,like new,4 cylinders,gas,170000.0,clean,automatic,fwd,sedan,blue,tx,5900
2017.0,ford,fusion,good,6 cylinders,gas,45669.0,clean,automatic,fwd,sedan,black,ca,0
1994.0,chevrolet,corvette convertible,excellent,8 cylinders,gas,35051.0,clean,automatic,rwd,convertible,red,il,14500
2017.0,ford,expedition el,good,6 cylinders,gas,173042.0,clean,automatic,4wd,SUV,silver,al,16998
2013.0,volkswagen,other,good,6 cylinders,other,43873.0,clean,other,fwd,sedan,brown,co,15590
1981.0,volkswagen,other,fair,4 cylinders,diesel,127000.0,clean,manual,fwd,pickup,blue,wa,3800
2014.0,chevrolet,camaro,good,6 cylinders,gas,79000.0,clean,automatic,4wd,sedan,red,ia,19000
1948.0,ford,f1,good,6 cylinders,gas,800000.0,clean,manual,4wd,sedan,white,pa,8500
2015.0,chevrolet,other,good,6 cylinders,gas,131040.0,clean,automatic,4wd,sedan,white,nc,30000
2007.0,mercedes-benz,sclass,good,6 cylinders,gas,110283.0,clean,automatic,rwd,sedan,black,wi,13497
2002.0,volvo,s60,good,6 cylinders,gas,105000.0,clean,automatic,4wd,sedan,white,nj,2000
2016.0,mercedes-benz,eclass,good,6 cylinders,gas,49206.0,clean,automatic,4wd,sedan,black,ny,26995
2009.0,chrysler,sebring,excellent,4 cylinders,gas,117500.0,clean,automatic,fwd,sedan,silver,mn,4750
2011.0,audi,a4 20t premium plus,excellent,4 cylinders,gas,142113.0,clean,automatic,4wd,sedan,grey,ct,8500
2015.0,chevrolet,impala,good,6 cylinders,gas,55006.0,clean,automatic,fwd,sedan,white,ca,0
2015.0,honda,odyssey,good,6 cylinders,gas,91694.0,clean,automatic,fwd,van,white,tx,18471
2018.0,ford,other,good,8 cylinders,diesel,61313.0,clean,automatic,4wd,sedan,white,sd,41900
2020.0,ford,expedition max,good,6 cylinders,gas,26023.0,clean,automatic,4wd,SUV,black,in,59950
2014.0,ford,fiesta se,good,6 cylinders,gas,96571.0,clean,automatic,4wd,sedan,white,ia,7999
2014.0,ford,f150,excellent,6 cylinders,gas,137278.0,clean,automatic,4wd,truck,white,ia,16995
2018.0,jeep,wrangler,like new,6 cylinders,gas,11000.0,clean,automatic,4wd,SUV,black,or,37999
2019.0,honda,ridgeline sport pickup 4d,good,6 cylinders,other,23645.0,clean,other,4wd,pickup,silver,wi,30590
2010.0,subaru,outback,excellent,4 cylinders,gas,160000.0,clean,automatic,4wd,wagon,grey,ny,4950
2018.0,honda,other,good,6 cylinders,other,20249.0,clean,other,4wd,other,white,sc,27990
2018.0,mitsubishi,outlander phev sel,good,6 cylinders,other,46574.0,clean,other,4wd,SUV,silver,ri,21590
2006.0,subaru,forester,excellent,4 cylinders,gas,129617.0,clean,automatic,4wd,SUV,silver,fl,4995
2019.0,ram,3500,good,6 cylinders,diesel,43203.0,clean,automatic,4wd,other,black,fl,55998
2017.0,nissan,pathfinder,excellent,4 cylinders,gas,102985.0,clean,automatic,4wd,SUV,white,de,15000
2016.0,bmw,5 series,good,6 cylinders,gas,44750.0,clean,automatic,rwd,sedan,grey,tx,24991
2017.0,ram,other,good,6 cylinders,gas,177878.0,clean,automatic,4wd,sedan,white,il,37495
2014.0,chevrolet,silverado 1500 regular,good,8 cylinders,other,82140.0,clean,automatic,4wd,pickup,black,ma,25990
2017.0,ram,1500 laramie,good,6 cylinders,other,103420.0,clean,automatic,4wd,pickup,green,mt,0
2003.0,ford,f250 lariat,excellent,8 cylinders,diesel,167000.0,clean,automatic,4wd,truck,silver,ny,16488
2018.0,nissan,altima 25 sl,excellent,4 cylinders,gas,61000.0,rebuilt,automatic,fwd,sedan,black,ok,11200
2020.0,gmc,other,good,6 cylinders,gas,4108.0,clean,other,fwd,other,white,tx,31990
2011.0,bmw,other,like new,6 cylinders,gas,109095.0,clean,automatic,4wd,sedan,white,id,9899
2012.0,audi,other,good,6 cylinders,gas,86356.0,clean,automatic,4wd,sedan,black,dc,18590
2010.0,mercedes-benz,eclass,good,6 cylinders,gas,107503.0,clean,automatic,4wd,sedan,silver,ma,9699
2013.0,ford,fusion s,good,4 cylinders,gas,125435.0,clean,automatic,fwd,sedan,white,id,6950
2018.0,toyota,rav4,excellent,6 cylinders,gas,61962.0,clean,automatic,4wd,sedan,silver,co,0
2013.0,bmw,x1 xdrive28i,excellent,6 cylinders,gas,119030.0,clean,automatic,4wd,SUV,white,fl,6700
2009.0,bmw,328i,good,6 cylinders,gas,121000.0,clean,automatic,rwd,sedan,blue,nc,7300
2005.0,chevrolet,avalanche,fair,8 cylinders,gas,150000.0,missing,automatic,rwd,pickup,white,tx,3000
2008.0,toyota,tundra 4wd truck,good,8 cylinders,gas,203000.0,clean,automatic,4wd,pickup,blue,md,12400
2009.0,ford,f150,excellent,8 cylinders,gas,93813.0,clean,automatic,rwd,truck,white,ia,12995
2018.0,audi,other,like new,4 cylinders,gas,55000.0,clean,automatic,4wd,sedan,white,nj,28500
2007.0,ford,fusion,excellent,6 cylinders,gas,196191.0,clean,automatic,fwd,sedan,white,mn,1900
2008.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,171000.0,clean,automatic,4wd,truck,white,ca,13500
2015.0,ford,f250,good,6 cylinders,diesel,210000.0,clean,automatic,4wd,sedan,white,tn,26995
2009.0,saturn,sky,good,6 cylinders,gas,71282.0,clean,manual,4wd,convertible,blue,ca,12997
2016.0,ford,econoline commercial cutaway,good,10 cylinders,gas,105070.0,clean,automatic,rwd,truck,white,wv,26990
1995.0,ford,crown victoria,excellent,8 cylinders,gas,103650.0,clean,automatic,rwd,sedan,custom,ca,4475
2005.0,dodge,magnum rt,like new,8 cylinders,gas,118000.0,clean,automatic,rwd,wagon,custom,tx,9000
2019.0,gmc,yukon xl denali,good,6 cylinders,gas,23100.0,clean,automatic,4wd,SUV,white,tn,67900
2006.0,chevrolet,silverado 1500,good,6 cylinders,gas,135933.0,clean,automatic,rwd,truck,white,wa,6500
2019.0,volkswagen,atlas se 4motion,good,6 cylinders,gas,3896.0,clean,other,4wd,other,silver,ga,32990
2007.0,toyota,tacoma,good,4 cylinders,gas,110000.0,clean,manual,4wd,truck,white,nv,24999
2014.0,kia,soul wagon 4d,good,6 cylinders,gas,11657.0,clean,other,fwd,wagon,white,ga,15590
2009.0,nissan,other,good,6 cylinders,gas,112000.0,clean,manual,rwd,coupe,silver,va,12000
2019.0,buick,enclave,good,6 cylinders,gas,23648.0,clean,automatic,fwd,SUV,custom,tx,29406
2010.0,toyota,venza,excellent,4 cylinders,gas,154061.0,clean,automatic,fwd,wagon,black,tx,13995
2013.0,bmw,x1,excellent,6 cylinders,gas,51846.0,clean,automatic,4wd,SUV,white,wi,14000
2016.0,toyota,corolla,excellent,4 cylinders,gas,60549.0,clean,automatic,fwd,sedan,white,ma,12988
2013.0,jeep,compass,good,4 cylinders,gas,99030.0,clean,automatic,4wd,SUV,white,or,153
1996.0,mercury,cougar,excellent,6 cylinders,gas,111972.0,clean,automatic,rwd,coupe,green,fl,5700
2017.0,ford,expedition xlt sport,good,6 cylinders,other,74795.0,clean,other,4wd,SUV,red,az,25990
2015.0,ford,other,good,6 cylinders,gas,57265.0,clean,automatic,4wd,truck,black,or,42999
2014.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,111613.0,clean,automatic,4wd,pickup,white,or,0
2018.0,dodge,journey,like new,6 cylinders,gas,73148.0,clean,automatic,4wd,sedan,white,ok,18988
2018.0,gmc,sierra 1500 double cab slt,good,8 cylinders,gas,45123.0,clean,automatic,4wd,pickup,white,tx,39990
2019.0,lexus,gx,good,8 cylinders,gas,16717.0,clean,automatic,4wd,SUV,white,id,786
1996.0,chevrolet,other,good,8 cylinders,gas,206000.0,salvage,automatic,rwd,sedan,white,ca,8500
2020.0,kia,soul s wagon 4d,good,6 cylinders,gas,24569.0,clean,other,fwd,wagon,white,ca,18590
2005.0,toyota,avalon,good,6 cylinders,gas,174000.0,clean,automatic,fwd,sedan,black,oh,5000
2017.0,infiniti,q60 30t premium coupe,good,6 cylinders,gas,67004.0,clean,other,4wd,coupe,black,nc,28590
2019.0,ram,1500 classic crew cab,good,6 cylinders,diesel,4504.0,clean,other,4wd,pickup,white,nc,36590
2007.0,mercury,mountaineer,good,6 cylinders,gas,168099.0,clean,other,4wd,SUV,black,md,3100
2018.0,subaru,outback,good,6 cylinders,other,35654.0,clean,automatic,4wd,wagon,white,ca,26771
2017.0,volkswagen,tiguan limited 20t,good,6 cylinders,gas,8904.0,clean,other,4wd,other,black,tn,20590
2018.0,toyota,sienna,like new,6 cylinders,gas,25000.0,salvage,automatic,fwd,mini-van,black,ca,21900
2013.0,hyundai,tucson,good,6 cylinders,gas,86544.0,clean,automatic,4wd,SUV,red,ct,8000
2016.0,volvo,other,good,6 cylinders,gas,52858.0,clean,automatic,4wd,SUV,white,id,438
2010.0,chevrolet,silverado 1500,good,6 cylinders,gas,72032.0,clean,automatic,4wd,truck,grey,wv,20995
2004.0,lexus,rx 330,excellent,6 cylinders,gas,199000.0,clean,automatic,4wd,SUV,custom,ca,5400
2019.0,nissan,370z nismo coupe 2d,good,6 cylinders,gas,8373.0,clean,other,rwd,coupe,white,wv,39990
1981.0,ford,bronco,fair,8 cylinders,gas,127000.0,clean,automatic,4wd,SUV,red,ok,0
2020.0,lincoln,corsair sport utility 4d,good,6 cylinders,other,3513.0,clean,other,fwd,SUV,black,fl,37590
2017.0,nissan,pathfinder,good,6 cylinders,gas,54125.0,clean,automatic,fwd,SUV,grey,sc,21295
2015.0,chevrolet,silverado 1500,good,6 cylinders,gas,77453.0,clean,automatic,4wd,sedan,white,hi,33788
2004.0,ram,2500,good,8 cylinders,gas,158417.0,clean,automatic,4wd,truck,white,id,18500
2002.0,chevrolet,other,excellent,4 cylinders,gas,118000.0,clean,automatic,fwd,sedan,white,ok,4950
2006.0,mercury,montego,good,6 cylinders,gas,101000.0,clean,automatic,4wd,sedan,white,fl,3600
2018.0,chevrolet,cruze,good,4 cylinders,other,18667.0,clean,automatic,fwd,sedan,blue,il,220
2005.0,chrysler,town country,excellent,6 cylinders,gas,178000.0,clean,automatic,4wd,sedan,white,tx,2795
2015.0,jeep,wrangler unlimited sahara,good,6 cylinders,gas,68791.0,clean,automatic,4wd,other,white,nc,0
2013.0,audi,s6,good,8 cylinders,gas,38807.0,clean,automatic,4wd,sedan,black,mt,30980
2017.0,mini,cooper countryman,good,4 cylinders,gas,13095.0,clean,automatic,4wd,sedan,white,ak,26980
2007.0,nissan,maxima,good,6 cylinders,gas,146768.0,clean,automatic,fwd,sedan,white,ga,3000
2014.0,chevrolet,silverado,good,6 cylinders,diesel,190000.0,clean,automatic,4wd,other,custom,il,24900
2011.0,gmc,other,good,8 cylinders,other,137965.0,clean,automatic,4wd,SUV,custom,or,18995
2007.0,subaru,impreza,excellent,6 cylinders,gas,133500.0,rebuilt,other,4wd,sedan,white,or,5000
2007.0,toyota,sienna,excellent,6 cylinders,gas,144000.0,clean,automatic,4wd,van,white,fl,5300
2015.0,honda,civic,good,6 cylinders,gas,70756.0,clean,automatic,4wd,sedan,white,ok,0
2014.0,bmw,3 series,good,6 cylinders,hybrid,102792.0,clean,automatic,rwd,sedan,white,ga,14998
2016.0,dodge,dart,good,4 cylinders,gas,88778.0,clean,automatic,fwd,sedan,black,nc,0
2018.0,acura,tlx 35 wtechnology pkg,good,6 cylinders,gas,25988.0,clean,other,fwd,sedan,white,az,27590
2008.0,chrysler,300c,excellent,8 cylinders,gas,148000.0,clean,automatic,4wd,sedan,white,nc,5500
2014.0,gmc,terrain,excellent,4 cylinders,gas,90058.0,clean,automatic,4wd,SUV,silver,mo,16780
2000.0,ford,f250 super duty,fair,6 cylinders,diesel,282000.0,clean,manual,4wd,sedan,white,id,5800
2017.0,ford,f650 sd,good,10 cylinders,gas,68655.0,clean,automatic,rwd,truck,white,ia,39990
2017.0,hyundai,accent,good,6 cylinders,other,26338.0,clean,automatic,4wd,sedan,blue,oh,10000
2014.0,chevrolet,spark ev 2lt hatchback,good,6 cylinders,electric,39555.0,clean,other,fwd,hatchback,white,pa,12590
2020.0,chevrolet,silverado 1500 double,good,8 cylinders,gas,28338.0,clean,other,4wd,pickup,red,al,35990
2018.0,dodge,charger,good,6 cylinders,gas,37436.0,clean,automatic,rwd,sedan,white,mo,39865
2000.0,gmc,other,good,8 cylinders,gas,79000.0,clean,automatic,rwd,van,white,il,1900
2016.0,kia,soul,excellent,4 cylinders,gas,63000.0,clean,automatic,fwd,SUV,red,mi,11995
2008.0,lincoln,mkx,good,6 cylinders,gas,158000.0,clean,automatic,4wd,SUV,silver,fl,4600
2010.0,subaru,impreza wrx,like new,4 cylinders,gas,147000.0,clean,manual,4wd,sedan,silver,ny,9900
1966.0,ford,mustang,good,6 cylinders,gas,98140.0,clean,automatic,4wd,sedan,white,tn,34500
1959.0,ford,other,excellent,6 cylinders,gas,99000.0,clean,manual,rwd,wagon,white,tx,20000
2018.0,bmw,x5 xdrive35i sport utility,good,6 cylinders,gas,50265.0,clean,automatic,4wd,SUV,silver,wi,33990
2017.0,ford,escape se,good,4 cylinders,gas,22788.0,clean,automatic,4wd,SUV,white,wa,0
2004.0,chevrolet,blazer,good,6 cylinders,gas,87048.0,clean,automatic,4wd,SUV,white,mi,9997
2018.0,dodge,durango gt sport utility,good,6 cylinders,gas,28912.0,clean,other,4wd,SUV,blue,wi,34590
2012.0,toyota,camry,good,6 cylinders,other,127847.0,clean,automatic,4wd,sedan,white,ca,12799
2012.0,audi,q5,excellent,4 cylinders,gas,79860.0,clean,automatic,4wd,SUV,blue,ma,15500
2003.0,dodge,other,good,8 cylinders,gas,228000.0,clean,automatic,4wd,pickup,white,nc,3000
2013.0,nissan,frontier crew cab,excellent,6 cylinders,gas,91000.0,clean,automatic,4wd,sedan,white,ma,17990
2015.0,volkswagen,golf tdi sel,good,6 cylinders,diesel,51482.0,clean,other,fwd,sedan,white,il,17990
2014.0,buick,enclave,like new,6 cylinders,gas,95000.0,clean,automatic,4wd,SUV,blue,az,20495
2018.0,gmc,other,good,8 cylinders,gas,63840.0,clean,automatic,4wd,pickup,black,or,38998
2005.0,chevrolet,silverado 1500,good,8 cylinders,gas,348199.0,clean,automatic,rwd,truck,blue,nj,3400
1979.0,volkswagen,rabbit,good,4 cylinders,diesel,44000.0,clean,manual,fwd,sedan,brown,or,4300
1972.0,dodge,charger,good,8 cylinders,gas,65000.0,clean,automatic,4wd,sedan,white,nj,19000
2004.0,jaguar,other,excellent,6 cylinders,gas,104500.0,clean,automatic,rwd,sedan,red,co,6995
2019.0,chevrolet,corvette,excellent,8 cylinders,gas,18513.0,clean,automatic,rwd,coupe,white,tx,0
1996.0,ford,mustang,good,8 cylinders,gas,31000.0,clean,manual,rwd,coupe,white,az,6500
2013.0,bmw,5 series,good,4 cylinders,gas,81671.0,clean,automatic,4wd,sedan,black,ga,14998
2011.0,nissan,sentra s,good,6 cylinders,gas,142838.0,clean,automatic,4wd,sedan,white,mi,4300
2009.0,chevrolet,other,fair,6 cylinders,gas,95000.0,clean,automatic,rwd,sedan,white,oh,5950
2008.0,hyundai,elantra,good,6 cylinders,gas,144396.0,clean,automatic,fwd,sedan,blue,oh,4900
2017.0,toyota,corolla im hatchback 4d,good,6 cylinders,other,14317.0,clean,other,fwd,hatchback,silver,sc,18590
2006.0,ford,taurus,good,6 cylinders,gas,146000.0,clean,automatic,fwd,sedan,blue,mn,2000
2017.0,ford,f250,good,6 cylinders,diesel,111080.0,clean,automatic,4wd,pickup,white,fl,43995
2018.0,toyota,other,good,6 cylinders,gas,24448.0,clean,automatic,4wd,truck,white,id,47999
2006.0,pontiac,montana sv6,good,6 cylinders,gas,138000.0,clean,automatic,4wd,sedan,white,oh,3300
2009.0,nissan,titan,excellent,8 cylinders,gas,90001.0,rebuilt,automatic,4wd,truck,black,oh,13299
2015.0,chevrolet,silverado 1500,like new,8 cylinders,gas,40000.0,clean,automatic,4wd,pickup,green,ky,41500
2013.0,chevrolet,other,good,8 cylinders,other,155795.0,clean,automatic,4wd,pickup,silver,ca,24424
2004.0,subaru,legacy,excellent,6 cylinders,gas,222815.0,clean,automatic,4wd,SUV,blue,mi,3995
2014.0,kia,sorento,excellent,6 cylinders,gas,138610.0,clean,automatic,4wd,SUV,white,ks,8995
2004.0,toyota,camry,good,6 cylinders,gas,176000.0,clean,automatic,4wd,sedan,blue,ca,2350
2015.0,nissan,murano,good,6 cylinders,gas,68880.0,clean,automatic,fwd,SUV,grey,tx,20991
2015.0,jeep,cherokee,like new,4 cylinders,gas,113000.0,clean,automatic,4wd,SUV,grey,nm,14950
2016.0,buick,enclave,excellent,6 cylinders,gas,66000.0,clean,automatic,4wd,SUV,purple,mi,23500
2017.0,ford,f150 xlt xtr 4x4 12 ton,good,6 cylinders,gas,30524.0,clean,automatic,4wd,truck,white,wa,37999
2008.0,ford,expedition,excellent,8 cylinders,gas,157741.0,clean,automatic,4wd,SUV,black,tx,7995
2011.0,chevrolet,silverado,good,6 cylinders,other,116590.0,clean,automatic,fwd,pickup,blue,sc,13480
2015.0,ford,other,excellent,8 cylinders,gas,29000.0,salvage,automatic,4wd,pickup,white,ca,39998
2016.0,chevrolet,equinox,good,4 cylinders,gas,88038.0,clean,automatic,fwd,SUV,custom,sc,13931
2013.0,ford,fusion se,good,4 cylinders,gas,155233.0,clean,automatic,fwd,sedan,black,nv,5550
2010.0,toyota,tundra,good,8 cylinders,gas,124918.0,clean,automatic,rwd,sedan,red,tn,16995
2007.0,ford,edge,excellent,6 cylinders,gas,150000.0,clean,automatic,fwd,SUV,red,co,1500
2014.0,chevrolet,traverse lt,good,6 cylinders,gas,108619.0,clean,automatic,fwd,SUV,silver,ca,13999
2015.0,chevrolet,express cutaway 3500,good,8 cylinders,other,148567.0,clean,other,4wd,truck,white,wi,20999
2016.0,acura,other,good,6 cylinders,gas,62492.0,clean,automatic,4wd,sedan,white,md,13950
2017.0,dodge,journey,good,6 cylinders,gas,68081.0,clean,automatic,4wd,wagon,black,wi,14900
2012.0,honda,civic,good,6 cylinders,gas,130000.0,clean,automatic,4wd,sedan,white,ny,7995
2020.0,volkswagen,other,good,6 cylinders,gas,11602.0,clean,other,fwd,sedan,white,ca,25590
2012.0,volkswagen,passat,good,4 cylinders,diesel,121923.0,clean,automatic,fwd,sedan,blue,il,7800
2017.0,kia,forte,good,6 cylinders,gas,99763.0,clean,automatic,4wd,sedan,blue,pa,0
2018.0,hyundai,sonata se sedan 4d,good,6 cylinders,gas,20890.0,clean,other,fwd,sedan,white,nc,18590
2005.0,chevrolet,equinox,good,6 cylinders,gas,117478.0,clean,automatic,4wd,sedan,white,ma,1499
2005.0,kia,spectra,good,6 cylinders,gas,66748.0,clean,automatic,4wd,sedan,white,ny,2900
2013.0,bmw,5 series,excellent,6 cylinders,gas,86460.0,clean,automatic,4wd,sedan,white,ny,22990
2019.0,honda,odyssey touring elite,excellent,6 cylinders,gas,15556.0,rebuilt,automatic,fwd,van,grey,wi,31900
2008.0,ram,pickup 2500,excellent,8 cylinders,gas,124984.0,clean,automatic,rwd,pickup,white,id,12988
2011.0,ford,other,excellent,8 cylinders,gas,230000.0,clean,automatic,4wd,truck,white,ok,19899
2019.0,honda,civic si sedan 4d,good,6 cylinders,gas,40319.0,clean,other,fwd,sedan,blue,ny,24590
2018.0,ford,f150 xlt 4wd,good,6 cylinders,gas,20112.0,clean,automatic,4wd,sedan,white,fl,39976
1999.0,bmw,other,excellent,6 cylinders,gas,140000.0,clean,manual,rwd,convertible,blue,fl,6800
2014.0,audi,other,excellent,6 cylinders,gas,120.0,clean,automatic,4wd,SUV,blue,ma,0
2012.0,bmw,m3,good,8 cylinders,gas,70211.0,clean,manual,rwd,convertible,blue,fl,26995
2010.0,ford,e350,good,6 cylinders,gas,97211.0,clean,automatic,fwd,van,white,mi,10985
2010.0,ford,mustang gt premium,good,8 cylinders,other,82126.0,clean,automatic,rwd,coupe,black,ny,281
2018.0,chevrolet,malibu,good,4 cylinders,gas,53577.0,clean,automatic,fwd,sedan,silver,me,15995
2017.0,chrysler,pacifica,excellent,6 cylinders,gas,57485.0,clean,automatic,fwd,mini-van,silver,ia,21695
2020.0,jeep,gladiator,good,6 cylinders,gas,565.0,clean,automatic,4wd,pickup,white,ok,49038
2015.0,ford,super duty f250 srw,excellent,8 cylinders,diesel,134000.0,clean,automatic,4wd,truck,white,nc,48900
2007.0,ford,f150 xlt,good,6 cylinders,gas,204700.0,clean,automatic,rwd,sedan,white,az,6200
2018.0,ram,2500 tradesman 4x4,like new,8 cylinders,gas,50711.0,clean,automatic,4wd,truck,white,tn,38895
2018.0,bmw,3 series 330i xdrive sedan,good,6 cylinders,gas,28946.0,clean,other,4wd,sedan,white,in,24990
2011.0,acura,other,good,6 cylinders,other,166366.0,clean,automatic,4wd,sedan,black,nm,0
2016.0,mini,countryman cooper s all4,good,6 cylinders,gas,15576.0,clean,other,4wd,hatchback,blue,ga,22990
2017.0,toyota,sienna,good,6 cylinders,gas,76801.0,clean,automatic,fwd,sedan,black,nc,22976
2005.0,chrysler,pacifica limited,good,6 cylinders,gas,129000.0,clean,automatic,fwd,SUV,blue,il,4250
2005.0,mercedes-benz,other,good,8 cylinders,gas,125000.0,clean,automatic,4wd,sedan,grey,tn,8500
2020.0,jeep,wrangler unlimited,excellent,6 cylinders,gas,2504.0,clean,other,4wd,SUV,white,ca,72470
2005.0,ford,expedition,excellent,8 cylinders,gas,135000.0,clean,automatic,fwd,SUV,white,ri,2650
2016.0,gmc,sierra 3500hd,good,6 cylinders,diesel,168000.0,clean,automatic,4wd,sedan,white,ar,44999
2007.0,mazda,3,good,6 cylinders,gas,135000.0,clean,automatic,4wd,sedan,white,ny,1100
2018.0,bmw,4 series,good,4 cylinders,gas,32413.0,clean,automatic,rwd,coupe,grey,tx,28991
2015.0,gmc,sierra,good,8 cylinders,gas,140000.0,lien,automatic,4wd,pickup,black,in,31550
2013.0,dodge,durango,good,6 cylinders,gas,149816.0,clean,automatic,4wd,sedan,white,ks,15988
2014.0,chevrolet,silverado 1500 crew,good,6 cylinders,gas,63129.0,clean,automatic,4wd,pickup,black,wv,26990
2017.0,infiniti,q60 20t coupe 2d,good,6 cylinders,other,33011.0,clean,other,4wd,coupe,blue,ma,27590
2017.0,infiniti,q60 20t coupe 2d,good,6 cylinders,other,15868.0,clean,other,4wd,coupe,blue,fl,28990
2013.0,chevrolet,camaro,good,6 cylinders,gas,115285.0,clean,automatic,4wd,convertible,white,ca,0
2018.0,lincoln,other,excellent,6 cylinders,gas,33048.0,clean,automatic,4wd,SUV,white,sd,71499
2016.0,ford,super duty f550 drw,good,8 cylinders,diesel,161669.0,clean,automatic,4wd,sedan,white,nj,35990
2010.0,bmw,1 series 128i convertible 2d,good,6 cylinders,gas,70955.0,clean,other,rwd,convertible,black,nj,15590
2004.0,mercedes-benz,benz e320 4matic,excellent,6 cylinders,gas,157000.0,clean,automatic,4wd,sedan,red,ma,3595
2019.0,ram,1500 classic regular cab,good,8 cylinders,gas,5224.0,clean,other,4wd,pickup,white,nm,29990
2005.0,chevrolet,suburban z71,good,8 cylinders,gas,165000.0,salvage,automatic,4wd,sedan,white,nm,5700
2018.0,ford,f150 super cab lariat,good,6 cylinders,other,26732.0,clean,other,4wd,pickup,white,ma,33990
2015.0,nissan,other,good,6 cylinders,other,33396.0,clean,other,4wd,hatchback,white,tx,15990
2000.0,ford,windstar,good,6 cylinders,gas,203658.0,clean,automatic,fwd,van,green,ca,3395
2012.0,bmw,328i,excellent,other,gas,95000.0,clean,automatic,4wd,sedan,white,ca,10900
2014.0,volkswagen,gti,good,4 cylinders,gas,90494.0,clean,automatic,fwd,hatchback,black,co,15995
1966.0,volkswagen,other,good,4 cylinders,gas,77800.0,clean,manual,rwd,sedan,white,or,10000
2015.0,ford,f150 lariat,good,6 cylinders,gas,53310.0,clean,automatic,rwd,truck,white,or,39950
2013.0,dodge,journey sxt,good,6 cylinders,gas,194000.0,clean,automatic,fwd,sedan,white,pa,4995
2017.0,ford,focus electric hatchback 4d,good,6 cylinders,electric,15884.0,clean,other,fwd,hatchback,black,fl,15990
2019.0,kia,other,good,6 cylinders,gas,5088.0,clean,other,fwd,sedan,black,nc,19990
2001.0,toyota,sequoia,excellent,8 cylinders,gas,287468.0,clean,automatic,rwd,SUV,white,tx,6995
1973.0,chevrolet,camaro,excellent,8 cylinders,gas,100.0,clean,automatic,rwd,coupe,blue,ca,25000
2006.0,chevrolet,silverado 2500hd lbz,excellent,6 cylinders,diesel,47733.0,clean,automatic,4wd,sedan,white,ar,35800
2016.0,toyota,avalon,good,6 cylinders,gas,15283.0,clean,automatic,fwd,sedan,white,dc,23995
2011.0,ford,f150 super cab,like new,6 cylinders,gas,184230.0,clean,automatic,4wd,pickup,white,ca,12695
1999.0,nissan,pathfinder se 4x4,good,6 cylinders,gas,142000.0,clean,automatic,4wd,SUV,custom,md,2500
2015.0,jeep,wrangler sport,good,6 cylinders,gas,65450.0,rebuilt,automatic,4wd,SUV,grey,nc,19995
1997.0,toyota,avalon,good,6 cylinders,gas,203440.0,clean,automatic,4wd,other,white,id,3195
2015.0,chevrolet,equinox lt,good,6 cylinders,other,112439.0,clean,automatic,fwd,other,white,nc,11499
2013.0,hyundai,sonata,excellent,6 cylinders,gas,129673.0,clean,automatic,fwd,sedan,grey,fl,8323
2013.0,toyota,camry le,like new,4 cylinders,gas,40000.0,clean,automatic,4wd,sedan,grey,tx,9590
2012.0,chevrolet,silverado 1500,good,8 cylinders,gas,225000.0,clean,automatic,4wd,sedan,black,ny,6900
2015.0,mercedes-benz,other,like new,6 cylinders,gas,93870.0,clean,automatic,fwd,SUV,grey,fl,2500
2018.0,mercedes-benz,cclass,good,4 cylinders,gas,22083.0,clean,automatic,rwd,sedan,blue,tx,33891
2019.0,bmw,3 series 330i xdrive sedan,good,6 cylinders,other,7460.0,clean,other,4wd,sedan,black,oh,34590
2017.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,75776.0,clean,automatic,4wd,truck,white,tx,0
1980.0,cadillac,deville,excellent,8 cylinders,diesel,128000.0,clean,automatic,rwd,sedan,blue,or,4200
1979.0,ford,f150 4x4,good,8 cylinders,gas,98000.0,clean,automatic,4wd,pickup,black,pa,8500
2017.0,volvo,xc90,good,6 cylinders,gas,30589.0,clean,automatic,4wd,sedan,white,nj,34995
2006.0,honda,civic coupe,good,6 cylinders,gas,131085.0,clean,automatic,4wd,sedan,white,fl,5200
2017.0,honda,pilot,good,6 cylinders,gas,33432.0,clean,automatic,fwd,SUV,white,ca,28900
2010.0,ford,f150 lariat,excellent,8 cylinders,gas,67777.0,clean,automatic,rwd,pickup,blue,tx,19999
2018.0,ford,f150 4x4,like new,6 cylinders,gas,34000.0,clean,automatic,4wd,pickup,black,hi,40800
2014.0,mazda,other,excellent,6 cylinders,gas,133398.0,clean,automatic,4wd,sedan,white,de,11495
2018.0,jaguar,epace p250 se sport,good,6 cylinders,gas,8490.0,clean,other,4wd,other,black,il,35990
2021.0,mini,other,good,4 cylinders,gas,6254.0,clean,automatic,fwd,sedan,grey,hi,28991
2019.0,toyota,tacoma,good,4 cylinders,gas,36610.0,clean,automatic,rwd,pickup,white,tx,24950
2000.0,gmc,other,good,6 cylinders,diesel,257000.0,clean,manual,4wd,sedan,white,tx,4999
